Latitude,Longitude
49.18866481892388,-122.46379829244714
49.94316050698022,-121.67017162088376
49.95336035019061,-121.66517414728858
49.96330319597156,-121.70808357528935
49.552617835758426,-121.23732969729932
49.555201980174054,-121.19619844234063
49.585505020512294,-121.17899525234932
49.1927951628456,-123.46088303893181
49.21470455884929,-123.50833375249867
49.202415057265355,-123.0523531695635
48.85793254591421,-123.18273023381056
48.83579775597144,-123.17733879743935
49.19822511329199,-122.91033598042695
49.13237267554995,-122.88369672744275
48.83117421977765,-123.1596302081548
48.820464856528304,-123.17547052055093
48.845727753140146,-123.15461230422005
48.83475149401693,-123.17545677050376
49.52491958318289,-121.30588712131714
49.21670062807343,-122.48679757602714
49.97119631612978,-121.69317090446378
49.981396159340164,-121.6881734308686
49.99133900512111,-121.73108285886937
49.58065364490798,-121.26032898087932
49.583237789323604,-121.21919772592065
49.613540829661844,-121.20199453592934
49.223569465153766,-122.84421748249795
49.220830971995156,-123.48388232251182
49.24274036799884,-123.53133303607868
48.88596835506377,-123.20572951739057
48.863833565121,-123.20033808101937
48.85921002892721,-123.1826294917348
48.84850066567786,-123.19846980413095
48.873763562289696,-123.17761158780007
48.862787303166485,-123.19845605408378
49.55295539233244,-121.32888640489716
49.91186961512841,-121.15705642136764
49.9220694583388,-121.15205894777245
49.932012304119745,-121.19496837577321
49.521326943906615,-120.72421449778318
49.52391108832224,-120.6830832428245
49.554214128660476,-120.6658800528332
49.12347495226126,-122.27775310004108
49.1642427641524,-122.3081029994018
49.16150427099379,-122.94776783941569
49.23881037570762,-122.50875348944369
49.17112416541354,-122.53923797004738
49.149331361704,-122.56619224331425
49.17637662353709,-122.56477638321451
49.17038377087734,-122.56323740436295
48.8266416540624,-122.66961503429442
48.80450686411963,-122.66422359792321
49.16693422144017,-122.39722078091083
49.13295774880015,-122.34297892479256
49.101081783698135,-122.37058152792663
49.21606673443037,-122.53852731713874
49.208594883858765,-122.5517810935668
49.18729068125356,-122.53492070771438
49.202866575908416,-122.51183169637241
49.21991913498438,-122.51960546630241
49.21120942248118,-122.52980030075223
49.21031771731347,-122.59714478408279
49.201133764351255,-122.53706614396131
48.79988332792584,-122.64651500863866
48.78917396467649,-122.66235532103481
48.81443686128833,-122.64149710470392
48.80346060216512,-122.66234157098762
49.493628691331075,-120.792771921801
49.24440305029739,-122.55430098931892
50.27582263196295,-119.93058782621982
50.27840677637858,-119.88945657126115
50.30870981671682,-119.87225338126984
49.8779706403176,-121.48412642847774
49.91873845220874,-121.51447632783845
49.915999959050126,-122.15414116785232
49.93790935505382,-122.20159188141918
49.99330606376397,-121.71512681788033
49.92561985346988,-121.74561129848402
49.90382704976034,-121.77256557175089
49.93087231159343,-121.77114971165113
49.92487945893369,-121.76961073279958
49.58113734211874,-121.87598836273106
49.55900255217597,-121.87059692635987
49.92142990949652,-121.60359410934745
49.88745343685649,-121.54935225322919
49.85557747175448,-121.57695485636327
49.970562422486715,-121.74490064557538
49.9630905719151,-121.75815442200346
49.941786369309895,-121.74129403615102
49.95736226396476,-121.71820502480904
49.974414823040725,-121.72597879473904
49.96570511053753,-121.73617362918887
49.96481340536982,-121.80351811251941
49.95562945240759,-121.74343947239797
49.55437901598218,-121.8528883370753
49.54366965273283,-121.86872864947145
49.56893254934467,-121.84787043314057
49.557956290221455,-121.86871489942428
50.24812437938742,-119.99914525023766
49.99889873835373,-121.76067431775556
50.28602247517334,-119.92559035262462
50.28860661958897,-119.88445909766595
50.31890965992721,-119.86725590767466
49.888170483527986,-121.47912895488254
49.92893829541913,-121.50947885424326
49.92619980226051,-122.14914369425713
49.948109198264206,-122.196594407824
50.003505906974354,-121.71012934428515
49.93581969668027,-121.74061382488884
49.914026892970725,-121.76756809815569
49.94107215480382,-121.76615223805595
49.935079302144075,-121.7646132592044
49.591337185329124,-121.87099088913587
49.569202395386355,-121.86559945276467
49.931629752706904,-121.59859663575227
49.897653280066876,-121.544354779634
49.865777314964866,-121.57195738276809
49.9807622656971,-121.73990317198019
49.97329041512549,-121.75315694840826
49.95198621252028,-121.73629656255582
49.96756210717515,-121.71320755121386
49.98461466625111,-121.72098132114385
49.975904953747914,-121.73117615559369
49.975013248580204,-121.79852063892423
49.96582929561798,-121.73844199880277
49.564578859192565,-121.8478908634801
49.55386949594322,-121.86373117587627
49.57913239255506,-121.84287295954537
49.56815613343184,-121.86371742582908
50.25832422259781,-119.99414777664246
50.00909858156412,-121.75567684416038
50.295965320954295,-119.9684997806254
50.298549465369916,-119.92736852566672
50.328852505708156,-119.91016533567543
49.89811332930894,-121.52203838288331
49.93888114120008,-121.55238828224402
49.93614264804147,-122.1920531222579
49.958052044045154,-122.23950383582476
50.0134487527553,-121.75303877228592
49.94576254246122,-121.78352325288961
49.92396973875168,-121.81047752615646
49.95101500058477,-121.80906166605672
49.94502214792502,-121.80752268720516
49.60128003111008,-121.91390031713664
49.57914524116731,-121.90850888076544
49.94157259848785,-121.64150606375304
49.90759612584783,-121.58726420763477
49.875720160745814,-121.61486681076886
49.99070511147805,-121.78281259998096
49.983233260906445,-121.79606637640903
49.96192905830124,-121.77920599055659
49.977504952956096,-121.75611697921462
49.99455751203206,-121.76389074914462
49.98584779952886,-121.77408558359446
49.98495609436115,-121.841430066925
49.975772141398934,-121.78135142680354
49.57452170497352,-121.89080029148087
49.56381234172417,-121.90664060387704
49.58907523833601,-121.88578238754614
49.5780989792128,-121.90662685382985
50.268267068378755,-120.03705720464323
50.01904142734507,-121.79858627216115
49.487427969095805,-121.05128450489326
49.52819578098695,-121.08163440425398
49.52545728782833,-121.72129924426787
49.547366683832024,-121.76874995783473
49.60276339254217,-121.28228489429587
49.53507718224809,-121.31276937489956
49.51328437853854,-121.33972364816643
49.54032964037164,-121.33830778806669
49.534336787711894,-121.33676880921513
49.19059467089694,-121.4431464391466
49.168459880954174,-121.43775500277539
49.53088723827472,-121.170752185763
49.496910765634695,-121.11651032964474
49.465034800532685,-121.14411293277881
49.58001975126492,-121.31205872199092
49.57254790069331,-121.32531249841898
49.5512436980881,-121.30845211256656
49.56681959274297,-121.28536310122459
49.58387215181893,-121.29313687115459
49.57516243931573,-121.3033317056044
49.57427073414802,-121.37067618893497
49.5650867811858,-121.31059754881349
49.163836344760384,-121.42004641349084
49.153126981511036,-121.43588672588699
49.17838987812288,-121.4150285095561
49.16741361899966,-121.4358729758398
49.857581708165625,-119.56630332665318
49.608356067131936,-121.3278323941711
49.49001211351144,-121.01015324993459
49.53077992540257,-121.0405031492953
49.52804143224396,-121.68016798930918
49.549950828247646,-121.72761870287604
49.605347536957794,-121.2411536393372
49.53766132666371,-121.27163811994089
49.51586852295418,-121.29859239320774
49.54291378478726,-121.297176533108
49.536920932127515,-121.29563755425644
49.19317881531258,-121.40201518418792
49.17104402536981,-121.39662374781672
49.53347138269035,-121.12962093080432
49.49949491005032,-121.07537907468605
49.46761894494831,-121.10298167782014
49.58260389568055,-121.27092746703224
49.57513204510894,-121.28418124346031
49.553827842503736,-121.26732085760787
49.569403737158595,-121.2442318462659
49.58645629623456,-121.2520056161959
49.577746583731354,-121.26220045064574
49.57685487856365,-121.32954493397628
49.567670925601426,-121.26946629385482
49.16642048917601,-121.37891515853215
49.155711125926665,-121.39475547092832
49.18097402253851,-121.37389725459742
49.169997763415296,-121.39474172088113
49.610940211547565,-121.28670113921243
49.52031515384968,-120.9929500599433
49.56108296574081,-121.02329995930401
49.5583444725822,-121.66296479931788
49.580253868585885,-121.71041551288474
49.63565057729603,-121.22395044934589
49.56796436700195,-121.25443492994958
49.54617156329242,-121.28138920321645
49.5732168251255,-121.2799733431167
49.567223972465754,-121.27843436426514
49.22348185565082,-121.38481199419662
49.20134706570805,-121.37942055782543
49.56377442302859,-121.11241774081302
49.52979795038856,-121.05817588469475
49.49792198528655,-121.08577848782883
49.61290693601879,-121.25372427704094
49.605435085447176,-121.26697805346902
49.584130882841976,-121.25011766761658
49.599706777496834,-121.2270286562746
49.6167593365728,-121.2348024262046
49.608049624069594,-121.24499726065443
49.60715791890189,-121.31234174398497
49.597973965939666,-121.25226310386353
49.19672352951425,-121.36171196854086
49.186014166264904,-121.37755228093701
49.211277062876746,-121.35669406460613
49.200300803753535,-121.37753853088984
49.641243251885804,-121.26949794922112
49.130343789341595,-122.63517300651189
49.12760529618298,-123.27483784652577
49.14951469218667,-123.32228856009263
49.1154323868932,-122.89326225042433
49.142477648726285,-122.89184639032459
49.13648479606654,-122.89030741147303
48.792742679251596,-122.9966850414045
48.77060788930883,-122.9912936050333
49.06718280888734,-122.69765153503673
49.176418742502676,-122.92421479119287
48.76598435311503,-122.97358501574874
48.75527498986568,-122.9894253281449
48.78053788647753,-122.96856711181401
48.769561627354314,-122.98941157809772
49.45972971652027,-121.1198419289111
49.16837310807412,-123.30518774588649
49.19028250407781,-123.35263845945335
49.245679212787955,-122.8661733959145
49.15620019878433,-122.92361214978504
49.18324546061742,-122.9221962896853
49.177252607957676,-122.92065731083375
48.83351049114273,-123.02703494076522
48.811375701199964,-123.02164350439402
49.173803058520505,-122.75464068738162
49.2229355715107,-122.89594722360954
49.22678797206471,-122.8770253727732
49.218078259561516,-122.88722020722304
49.20800260143159,-122.89448605043212
48.80675216500617,-123.00393491510945
48.796042801756826,-123.01977522750562
48.82130569836866,-122.99891701117473
48.81032943924545,-123.01976147745843
49.50049752841141,-121.15019182827182
49.251271887377726,-122.91172089578973
49.242940719629345,-123.50583823592837
49.17525450933526,-123.53632271653206
49.153461705625716,-123.56327698979894
49.18050696745881,-123.56186112969918
49.17451411479907,-123.56032215084763
48.830771997984115,-123.66669978077911
48.80863720804135,-123.6613083444079
49.171064565361895,-123.3943055273955
49.13708809272187,-123.34006367127724
49.10521212761986,-123.3676662744113
49.22019707835209,-123.53561206362343
49.21272522778048,-123.54886584005149
49.19142102517527,-123.53200545419907
49.20699691983014,-123.50891644285709
49.2240494789061,-123.51669021278708
49.215339766402906,-123.5268850472369
49.214448061235196,-123.59422953056746
49.20526410827297,-123.534150890446
48.80401367184756,-123.64359975512335
48.79330430859821,-123.65944006751948
48.81856720521005,-123.6385818511886
48.80759094608683,-123.65942631747231
49.4977590352528,-121.7898566682857
49.24853339421911,-123.55138573580359
49.26485011563303,-123.55328894949523
49.19716390533895,-123.58377343009892
49.17537110162941,-123.6107277033658
49.2024163634625,-123.60931184326604
49.19642351080275,-123.60777286441449
48.85268139398781,-123.71415049434597
48.83054660404504,-123.70875905797476
49.19297396136558,-123.44175624096236
49.15899748872556,-123.3875143848441
49.12712152362354,-123.41511698797817
49.24210647435578,-123.58306277719029
49.234634623784174,-123.59631655361835
49.213330421178966,-123.57945616776593
49.228906315833825,-123.55636715642395
49.24595887490979,-123.56414092635394
49.23724916240659,-123.57433576080376
49.23635745723888,-123.64168024413432
49.227173504276664,-123.58160160401286
48.82592306785125,-123.69105046869021
48.8152137046019,-123.70689078108634
48.84047660121374,-123.68603256475546
48.829500342090526,-123.70687703103917
49.519668431256484,-121.83730738185255
49.2704427902228,-123.59883644937045
48.90807810269796,-123.22768543080711
48.88594331275519,-123.22229399443592
49.21439419743571,-122.90104932130524
49.18251823233369,-122.92865192443932
48.8813197765614,-123.20458540515135
48.87061041331205,-123.2204257175475
48.895873309923886,-123.19956750121662
48.884897050800674,-123.22041196750033
49.57506513996663,-121.35084231831371
48.84039189240387,-123.2581699114108
48.818257102461104,-123.2527784750396
49.146707987141625,-122.93153380190893
49.11483202203961,-122.95913640504301
48.81363356626731,-123.23506988575504
48.802924203017966,-123.25091019815119
48.8281870996298,-123.23005198182031
48.81721084050659,-123.25089644810402
49.50737892967255,-121.3813267989174
48.818599088694334,-123.28512418467767
48.796464298751566,-123.27973274830646
49.158891656072115,-123.01272993129407
49.12491518343208,-122.95848807517581
49.09303921833008,-122.98609067830988
48.79184076255777,-123.2620241590219
48.78113139930842,-123.27786447141806
48.80639429592027,-123.25700625508716
48.79541803679705,-123.27785072137087
49.48558612596301,-121.40828107218425
48.84564435052742,-123.28370832457793
48.823509560584654,-123.27831688820672
49.151960445265175,-122.95707221507605
49.12008448016316,-122.98467481821012
48.818886024390864,-123.26060829892216
48.808176661141516,-123.2764486113183
48.83343955775335,-123.25559039498742
48.82246329863014,-123.27643486127113
49.5126313877961,-121.40686521208451
48.83965149786768,-123.28216934572637
48.81751670792491,-123.27677790935516
49.17994406524545,-123.00977509234276
49.14596759260543,-122.9555332362245
49.11409162750341,-122.98313583935857
48.81289317173112,-123.25906932007061
48.80218380848177,-123.27490963246674
48.82744670509361,-123.25405141613587
48.816470445970396,-123.27489588241957
49.506638535136354,-121.40532623323296
48.836201948430514,-123.11615272227425
48.80222547579048,-123.06191086615598
48.770349510688476,-123.08951346929005
48.88533446142071,-123.25745925850217
48.87786261084909,-123.27071303493022
48.85655840824389,-123.2538526490778
48.87213430289876,-123.23076363773583
48.88918686197472,-123.23853740766583
48.88047714947152,-123.24873224211565
48.879585444303814,-123.31607672544621
48.87040149134158,-123.25599808532473
49.16289641832141,-121.51170386316443
48.91367077728772,-123.27323293068234
48.814067158487745,-123.11076128590304
48.78009068584771,-123.05651942978477
48.74821472074571,-123.08412203291886
48.86319967147794,-123.25206782213095
48.855727820906324,-123.26532159855903
48.83442361830112,-123.24846121270659
48.84999951295599,-123.22537220136462
48.86705207203195,-123.23314597129462
48.85834235952875,-123.24334080574445
48.857450654361045,-123.310685289075
48.84826670139881,-123.25060664895354
49.14076162837864,-121.50631242679323
48.89153598734495,-123.26784149431114
49.14251804316826,-122.78951661277237
49.11064207806625,-122.81711921590644
48.80944362229395,-123.09305269661849
48.7987342590446,-123.10889300901462
48.82399715565644,-123.08803479268374
48.81302089653323,-123.10887925896745
49.50318898569918,-121.23930960978083
49.16287450298164,-122.92721653957594
49.19550295671247,-122.91190129816395
49.18679324420927,-122.92209613261377
49.176717586079334,-122.92936197582287
48.77546714965392,-123.03881084050022
48.76475778640457,-123.05465115289635
48.790020683016415,-123.03379293656548
48.7790444238932,-123.05463740284918
49.46921251305916,-121.18506775366257
49.15977459105645,-122.95842575213437
49.152302740484835,-122.97167952856245
49.130998537879634,-122.95481914271001
49.14657443253449,-122.93173013136803
49.16362699161046,-122.93950390129802
49.15491727910725,-122.94969873574786
49.15402557393955,-123.0170432190784
49.144841620977324,-122.95696457895696
48.74359118455191,-123.06641344363429
48.73288182130256,-123.08225375603044
48.758144717914405,-123.06139553969956
48.747168458791194,-123.08224000598327
49.437336547957145,-121.21267035679665
48.858576135284146,-123.2343592328464
48.8478667720348,-123.25019954524255
48.87312966864664,-123.22934132891166
48.86215340952343,-123.25018579519536
49.55232149868938,-121.38061614600875
48.851104284712534,-123.24761300927446
48.84039492146319,-123.26345332167062
48.86565781807503,-123.24259510533973
48.85468155895181,-123.26343957162344
49.544849648117776,-121.39386992243682
48.829800082107326,-123.23075262342203
48.81909071885798,-123.24659293581819
48.84435361546983,-123.22573471948729
48.83337735634661,-123.246579185771
49.52354544551257,-121.37700953658438
48.84537597676219,-123.20766361208007
48.834666613512844,-123.2235039244762
48.85992951012469,-123.20264570814533
48.848953251001475,-123.22349017442903
49.539121340167426,-121.35392052524242
48.862428535838156,-123.21543738201007
48.85171917258881,-123.2312776944062
48.87698206920065,-123.21041947807532
48.86600581007744,-123.23126394435903
49.55617389924339,-121.36169429517241
48.85371882333496,-123.22563221645989
48.84300946008561,-123.24147252885604
48.868272356697446,-123.22061431252516
48.857296097574235,-123.24145877880886
49.54746418674019,-121.37188912962225
48.85282711816725,-123.29297669979044
48.8421177549179,-123.30881701218658
48.86738065152974,-123.2879587958557
48.85640439240653,-123.3088032621394
49.54657248157248,-121.43923361295279
48.84364316520502,-123.23289805966897
48.832933801955676,-123.24873837206513
48.85819669856752,-123.22788015573424
48.8472204394443,-123.24872462201795
49.537388528610265,-121.37915497283133
49.13613809218485,-121.48860383750866
48.88691245115116,-123.25013290502658
49.1254287289355,-121.50444414990483
48.876203087901814,-123.26597321742273
49.15069162554734,-121.48358593357393
48.901465984513656,-123.24511500109185
49.13971536642413,-121.50443039985764
48.89048972539044,-123.26595946737555
49.5806578145564,-121.39638981818894
